Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-03-28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,2,1,8,0,0,6,3,0,3,1,3,0,0,0,2,0,0,0,0,0,0,2,4,0,3,0,5,1,2,2,1,8,0,0,3,0,3,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,3,0,15,0,2,5,1,4,0,1,2,1,1,0,2,0,0,0,0,1,4,1,2,0,1,1,5,0,0,0,0,1,2,0,4,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-03-30,8,4,0,0,0,0,3,13,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,1,1,0,19,1,4,2,0,3,0,1,0,0,11,0,1,0,0,0,1,0,3,0,0,0,9,0,1,2,5,0,1,0,11,0,0,10,0,0,3,0,1,2,2,3,4,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,2,0,2,1,0,1,0,11,0,0,0,1,3,1,0,1,0,3,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,16,1,0,4,1,4,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,6,0,11,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,1,1,2,1,0,0,0,8,0,2,0,6,1,1,0,0,1,3,0,0,1,3,0,0,0,4,0,0,0,0,0,0,1,0,1,1,0,11,0,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,23,1,0,9,4,1,1,1,7,1,2,2,2,10,0,11,0,0,1,0,6,2,6,0,4,0,3,1,0,6,0,0,5,1,4,10,2,1,0,3,2,0,0,0,5,0,0,0,1,4,0,2,0,0,3,0,0,1,0,0,4,3,0,5,1,0,0,0,0,3,3,5,3,2,0,9,1,8,0,18,3,16,0,0,17,0,1,0,0,0,0,0,1,0,1,0,0,5,0,1,0,0,1,0
2020-03-31,10,1,0,0,0,0,1,4,0,0,0,1,0,1,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,7,0,2,1,0,0,2,0,0,0,5,2,0,0,0,0,0,0,3,0,1,1,2,0,0,0,1,0,0,0,6,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,12,1,1,0,1,0,0,1,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,2,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,5,0,0,0,4,1,0,0,0,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0,0,1,0,3,1,1,1,1,1,4,0,23,0,1,5,0,0,2,0,7,1,0,1,1,10,0,5,0,0,1,1,3,0,6,1,11,1,3,2,0,5,0,0,5,0,2,6,2,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,2,1,0,3,0,3,0,4,2,7,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,4,0,0,0,0,1,0
2020-04-01,9,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,3,9,0,2,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1,1,0,0,1,4,1,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,16,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,2,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,5,0,3,1,4,2,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,16,1,6,4,1,2,1,1,3,0,2,0,1,5,0,4,0,0,1,2,8,0,5,3,5,2,2,0,1,0,2,0,2,1,3,8,1,1,5,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,3,1,0,2,0,4,0,8,0,7,0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0
2020-04-02,7,5,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,2,2,10,0,3,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,5,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,0,0,0,2,0,1,1,0,1,0,2,0,2,0,8,0,0,2,1,0,2,1,3,3,3,4,2,4,0,4,1,1,1,1,4,1,6,3,7,0,0,2,1,8,0,0,6,0,4,6,4,0,3,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,8,4,4,0,1,5,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,1,0
2020-04-03,7,4,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,6,0,1,0,1,0,1,1,6,1,0,1,0,3,0,1,1,0,0,1,4,0,1,0,0,0,0,2,6,1,0,6,0,0,5,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,1,0,0,2,0,3,0,0,0,0,0,0,1,6,0,0,0,1,1,0,0,1,0,2,0,6,1,0,0,0,0,3,1,0,1,0,1,1,0,0,0,1,16,0,3,9,1,1,2,0,7,1,1,2,1,6,0,2,0,0,1,3,1,0,2,0,5,0,1,4,2,2,1,2,8,0,2,9,1,0,2,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3,1,3,0,0,0,0,0,0,1,2,3,1,0,2,1,4,0,8,1,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-04-04,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,3,0,1,0,11,0,3,7,0,0,1,2,7,0,0,2,2,0,0,1,0,0,1,0,2,0,4,0,6,2,2,2,0,5,3,0,3,0,1,9,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,0,0,0,2,0,17,1,0,5,1,1,2,1,6,0,0,0,3,0,0,1,1,0,0,0,1,0,7,1,7,1,2,3,1,1,0,0,2,0,0,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-06,12,4,0,0,0,1,0,11,0,0,0,0,1,1,11,0,1,0,0,6,0,0,0,0,4,0,0,0,1,0,1,2,1,4,14,0,3,1,0,3,0,1,0,1,16,0,1,3,0,0,0,0,4,0,0,1,14,0,3,1,1,0,0,0,10,1,1,12,0,0,8,0,0,0,1,1,4,2,0,1,1,2,1,1,0,0,0,1,3,0,0,1,0,3,0,0,0,1,1,0,0,27,1,4,1,3,1,1,1,0,0,0,0,1,0,0,2,1,1,0,1,0,0,1,0,0,0,2,1,3,2,0,0,1,12,2,0,6,0,5,2,0,1,0,0,1,0,2,1,2,0,0,1,0,0,11,0,9,1,3,0,0,1,0,2,1,1,0,0,0,0,0,0,1,2,1,1,0,2,0,2,4,0,0,1,4,1,0,0,2,0,9,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,1,1,0,0,1,3,0,2,1,28,0,0,10,2,0,3,1,3,2,2,1,1,10,0,10,2,0,1,1,5,1,4,4,4,1,2,5,2,5,0,1,9,0,5,9,5,0,1,3,0,0,0,0,12,0,0,2,2,3,1,1,1,0,0,1,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,6,6,0,0,6,0,5,0,17,8,23,0,1,7,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
2020-04-07,4,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,14,0,1,2,0,1,3,0,0,0,7,1,2,1,2,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,2,1,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,1,0,0,0,7,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,1,0,0,1,0,2,0,2,0,2,0,17,0,1,3,0,1,3,0,6,0,1,0,3,8,0,6,0,1,1,1,6,0,5,5,7,1,0,3,0,3,1,0,6,0,3,8,0,0,1,2,0,0,0,0,3,0,0,0,0,2,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,3,7,0,0,1,0,2,0,6,1,6,0,0,6,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
2020-04-08,4,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,0,2,1,6,0,0,0,1,1,0,0,2,0,5,0,0,1,0,0,0,0,2,0,1,1,5,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,1,1,4,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,3,0,1,1,0,4,0,0,0,3,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,1,0,2,3,0,0,0,3,1,8,0,1,4,0,0,1,1,5,0,2,1,0,6,0,3,0,0,6,1,0,1,2,0,6,1,5,6,3,4,1,1,5,0,3,3,2,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,1,0,0,5,0,1,0,8,0,6,0,0,7,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-04-09,5,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,1,2,0,0,0,0,0,0,4,2,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,1,0,5,2,1,3,1,1,1,0,0,0,0,3,3,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,2,3,0,3,1,1,0,0,7,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,4,4,0,4,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7,0,0,0,0,0,1,0,1,0,4,1,1,0,3,1,0,0,0,0,0,1,0,3,0,1,0,1,0,0,7,0,0,0,1,0,1,2,0,0,1,1,1,4,0,2,0,20,0,0,3,0,1,3,0,3,1,2,1,2,33,0,5,0,1,1,1,3,0,4,2,7,1,1,5,2,7,2,1,5,0,2,8,3,0,4,2,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,2,7,1,0,6,0,5,0,17,1,9,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,2,0,0,0,1,1,17,0,0,3,2,0,3,1,3,0,1,1,0,4,0,0,0,1,0,3,0,1,4,3,3,1,3,3,0,7,1,0,5,0,2,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,2,0,2,0,0,2,19,0,0,8,0,0,1,0,1,0,1,1,1,11,0,1,1,0,0,0,3,0,2,6,4,1,1,3,1,1,1,1,5,0,3,8,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-04-12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,11,0,0,4,1,0,1,0,3,1,1,2,1,3,0,1,1,0,0,1,4,0,4,1,3,2,0,2,0,2,1,0,5,0,2,9,4,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
